,0,1
151,0.00028524336635597823,Gast
152,0.0002536927590338902,UNKNOWN
153,0.00021395399058698943,tb23_UNKNOWN
154,0.0002126615940449609,tb20_DietarySupplement
155,0.00020951805545928366,Micro
156,0.0001982874242475407,NootAg
157,0.00015979644670515775,tb20_Device
158,0.00014614484486375506,INDUSTRY
159,8.239726331620442e-05,CNSDep
160,5.8137360634447824e-05,Geometric Least Squares Mean
161,5.809445031423893e-05,tb12_HealthServicesResearch
162,4.915824790178241e-05,Least Squares Mean
163,2.7565197293843194e-05,tb12_Diagnostic
164,2.1290926409299067e-05,tb7_BC25
165,5.228592456113207e-06,ChanBlk
166,2.6485176156868486e-06,tb7_BC23
167,2.468041968409835e-06,Log Mean
168,0.0,tb29_Observational
169,0.0,tb29_Interventional
170,0.0,tb28_Adult
171,0.0,tb27_ProbabilitySample
172,0.0,tb27_NonProbabilitySample
173,0.0,tb25_Yes
174,0.0,tb25_No
175,0.0,tb15_AcceptsHealthyVolunteers
176,0.0,tb13_Retrospective
177,0.0,tb13_Prospective
178,0.0,tb13_Other
179,0.0,Mean
180,0.0,Geometric Mean
181,0.0,FED
