,0,1
128,0.001407972614917828,CaAg
129,0.0013883252608060642,tb12_Prevention
130,0.0013695524570351688,PsychDr
131,0.0013211487870965408,tb22_Yes
132,0.0013106062550075881,tb3_StandardDeviation
133,0.001255234789600261,tb3_FullRange
134,0.0009753276117914519,tb22_No
135,0.000965284549332149,Ot
136,0.0009627265594657959,ANeo
137,0.0008794045297209197,Repr
138,0.0008434715484763202,AlcDet
139,0.0008373106366937828,AnTuAg
140,0.0008306590887047553,tb1_Device
141,0.0008114305581847146,VaCoAg
142,0.0007905539072884105,AnSickAg
143,0.0007861280798787982,tb23_INDUSTRY
144,0.0007472927201199867,BDCA
145,0.0007155481166754045,NeuroAg
146,0.0007058366534708672,NaAg
147,0.0004916144415741789,FiAg
148,0.00048700927421688504,Gast
149,0.0004318726197114585,Analg
150,0.0004187470685929588,tb7_BC04
151,0.00039826126307224055,tb17_All
152,0.00038986028568569197,tb12_Other
153,0.0003093498042806883,tb20_Device
154,0.00028225355012728704,UNKNOWN
155,0.00026646658736724857,tb12_SupportiveCare
156,0.0002357845320181509,tb23_UNKNOWN
157,0.00016940474875907062,NootAg
158,0.0001602898937327832,Micro
159,0.000129816061512035,tb20_DietarySupplement
160,0.00012800678289579868,CNSDep
161,0.00010099451893622585,tb12_HealthServicesResearch
162,6.658035279631804e-05,Geometric Least Squares Mean
163,5.2925992208374204e-05,Least Squares Mean
164,4.269370707220464e-05,tb7_BC25
165,3.0363463021145117e-05,tb12_Diagnostic
166,2.0311189857368717e-05,INDUSTRY
167,1.509342055610455e-07,Log Mean
168,1.3506769296041193e-07,ChanBlk
169,0.0,tb7_BC23
170,0.0,tb29_Observational
171,0.0,tb29_Interventional
172,0.0,tb28_Adult
173,0.0,tb27_ProbabilitySample
174,0.0,tb27_NonProbabilitySample
175,0.0,tb25_Yes
176,0.0,tb25_No
177,0.0,tb15_AcceptsHealthyVolunteers
178,0.0,tb13_Retrospective
179,0.0,tb13_Prospective
180,0.0,tb13_Other
181,0.0,Phase_n/a
182,0.0,Phase_3
183,0.0,Mean
184,0.0,Geometric Mean
185,0.0,FED
186,0.0,51-100
