,Rank,NCTId,SecondaryId,StdAge,SecondaryIdLink,SecondaryIdType,SecondaryOutcomeDescription,SecondaryOutcomeMeasure,SecondaryOutcomeTimeFrame,SeeAlsoLinkLabel,SeeAlsoLinkURL,SeriousEventAssessmentType,SeriousEventNotes,SeriousEventOrganSystem,SeriousEventSourceVocabulary,SeriousEventStatsGroupId,SeriousEventStatsNumAffected,SeriousEventStatsNumAtRisk,SeriousEventStatsNumEvents,SeriousEventTerm,StartDate
0,19,['NCT00340457'],['02-C-N051'],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['November 15, 2001']"
0,20,['NCT02429284'],[],"['Child', 'Adult', 'Older Adult']",[],[],[],[],[],['The central website for the U.S. CTEPH Registry'],['http://usctephregistry.com'],[],[],[],[],[],[],[],[],[],['April 2015']
0,21,['NCT02889263'],[],['Older Adult'],[],[],[],"['the most common diagnoses associated with the rehospitalizations for initial medical and surgical discharges', 'regional patterns of rehospitalization', 'the proportion of rehospitalized patients who received outpatient visits between the time of discharge and rehospitalization']","['30 days', '30 days', '30 days']",[],[],[],[],[],[],[],[],[],[],[],[]
0,22,['NCT03995745'],[],"['Adult', 'Older Adult']",[],[],"['viral load less than 400', 'electronic pill bottle openings by day']","['viral suppression by arm', 'medication adherence by arm', 'Recruitment rates by arm', 'Attrition rates by arm', 'Percent of patients that use electronic pill bottle', 'Completion rates of lab visit by arm', 'number of clinic visits by arm']","['approximately 3 months after enrollment', 'approximately 3 months after enrollment', 'approximately 3 months after enrollment', 'approximately 3 months after enrollment', 'approximately 3 months after enrollment', 'approximately 3 months after enrollment', 'approximately 3 months after enrollment']",[],[],[],[],[],[],[],[],[],[],[],"['May 16, 2019']"
0,23,['NCT00928694'],"['MK0767-031', '2009_606']",['Adult'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['February 2003']
0,24,['NCT02153996'],['14-I-0121'],"['Adult', 'Older Adult']",[],[],[],['Compare the P. falciparum-specific humoral and cellular immune response in na(SqrRoot) ve travelers and immigrants to age and sex matched individuals in malaria-endemic areas enrolled in ongoing LIG protocols in Mali.'],['5 years'],[],[],[],[],[],[],[],[],[],[],[],"['May 15, 2014']"
0,25,['NCT00413673'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['August 2001']
0,26,['NCT03867409'],"['5R01CA207689-02', 'OCR19177']","['Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=5R01CA207689-02&Fy=all'],"['U.S. NIH Grant/Contract', 'Other Identifier']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['November 5, 2018']"
0,27,['NCT04004260'],[],"['Adult', 'Older Adult']",[],[],"[""THS is a 10-item questionnaire that helps in determining how much of a patient's complaint about tinnitus is due to a hearing problem and how much is due specifically to the tinnitus. THS has three sections/subscales (A, B, and C). Section A consists of four items that address common tinnitus problems. Section B contains four items that address hearing. Section C, which includes two items, which focus on sound tolerance problem and ability to participate in group therapy. Responses for each item can range from 0 (not a problem) to 4 (very big problem). The total THS score can range from 0 to 40 (sections A and B range 0 to 16 and section C range from 0 to 8)."", 'TCQ is a 26-item questionnaire that assesses positive and negative cognitions associated with tinnitus. The first 13 items refer to negative thoughts and the second 13 items refer to positive thoughts. Responses are marked on a five-point Likert scale (0 to 4). The negative items (1-13) are scored 0-4, whereas the positive items (14-26) are reverse-scored: 4-0. The scoring procedure involves the simple addition of the number circled by the respondent for items 1-13 and the addition of reverse-scored items 14-26. The total score of the TCQ has a potential range from 0 to 104. A high score represents a greater tendency to engage in negative cognitions in response to tinnitus and low engagement in positive cognitions.', 'PHQ-9 is a 9-item questionnaire that assesses depression severity. Responses are marked on a four-point Likert scale (0 to 3). The total score can range from 0 to 27 with higher scores indicating more severe depression.', 'GAD-7 is a 7-item questionnaire that assesses the severity of anxiety. Responses are marked on a four-point Likert scale (0 to 3). The total score can range from 0 to 21 with higher scores indicating more severe anxiety.', 'ISI is a 7-item questionnaire that evaluates insomnia. Responses are marked on a five-point Likert scale (0 to 4). The total score can range from 0 to 28 with higher scores indicating more severe insomnia.', ""EQ-5D-5L is a 5-item questionnaire that evaluates health-related quality of life. Responses are marked on a five-point scale: no problems (Level 1); slight; moderate; severe; and extreme problems (Level 5). The total score can range from 0 to 28 with higher scores indicating more severe insomnia. Possible health states is defined by combining one level from each dimension, ranging from 11111 (full health) to 55555 (worst health). EQ-5D-5L health states are converted into a single index 'utility' score using a scoring algorithm based on public preferences.""]","['Change in Tinnitus and Hearing Survey (THS)', 'Change in Tinnitus Cognition Questionnaire (TCQ)', 'Change in Patient Health Questionnaire (PHQ-9)', 'Change in Generalized Anxiety Disorder (GAD-7)', 'Change in Insomnia Severity Index (ISI)', 'Change in EuroQol EQ-5D-5L']","['8 weeks [Baseline; 2 month (last treatment session)]', '8 weeks [Baseline; 2 month (last treatment session)]', '8 weeks [Baseline; 2 month (last treatment session)]', '8 weeks [Baseline; 2 month (last treatment session)]', '8 weeks [Baseline; 2 month (last treatment session)]', '8 weeks [Baseline; 2 month (last treatment session)]']",['Study website'],['http://www.tacklingtinnitus.org'],[],[],[],[],[],[],[],[],[],"['March 1, 2020']"
0,28,['NCT04205877'],[],['Child'],[],[],"['Significant obstruction of the left pulmonary artery is defined as less than 30% flow to the left lung by lung perfusion scan or a peak instantaneous gradient in left pulmonary artery\n\n≥35 mmHg by echocardiogram if lung perfusion scan is not available or as determined by the interventional cardiologist based on angiographic appearance.', 'Significant obstruction of the aorta is defined as a gradient of ≥20 mmHg in the aortic isthmus by invasive aortic catheterization or a mean gradient ≥20 mmHg in the aortic isthmus by echocardiogram if invasive aortic catheterization is not available.']","['Significant obstruction of the left pulmonary artery', 'Significant obstruction of the aorta']","['6 months', '6 months']",[],[],[],[],[],[],[],[],[],[],[],"['January 1, 2020']"
0,29,['NCT01262079'],['HHSN272201000049I'],"['Child', 'Adult', 'Older Adult']",[],['Other Identifier'],['To evaluate influenza-specific T-cell responses to a panel of influenza strains across a broad age range of the U.S. population early as compared to late in the 2010-2011 influenza season.'],['Influenza-specific T-cell responses'],['2010-2011 influenza season'],['NIAID'],['http://www.niaid.nih.gov/Volunteer/VRC/Pages/default.aspx'],[],[],[],[],[],[],[],[],[],['December 2010']
0,30,['NCT00646438'],[],"['Adult', 'Older Adult']",[],[],[],['Another purpose is to see how well patients can comply with the daily management of intensive glucose control for one-year as well as the study follow-up schedule.'],['3 Years'],[],[],[],[],[],[],[],[],[],[],[],['March 2009']
0,31,['NCT00341588'],['02-C-N113'],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['January 18, 2002']"
0,32,['NCT04562636'],['14380'],"['Adult', 'Older Adult']",[],['Other Grant/Funding Number'],"[""How much the message grabs one's attention. Measured using a a 1 to 5 likert scale, with higher scores representing a higher amount of the construct."", 'How much the messages make one feel scared. Measured using a a 1 to 5 likert scale, with higher scores representing a higher amount of the construct.', 'How much the messages make one think about the environmental/health harms caused by eating meat. Measured using a a 1 to 5 likert scale, with higher scores representing a higher amount of the construct.', 'How much one is likely to talk about the message with others in the next week. Measured using a 1 to 5 likert scale, with higher scores representing a higher amount of the construct.', 'How much one intends to reduce red meat consumption in the next 30 days. Measured using a a 1 to 5 likert scale, with higher scores representing a higher amount of the construct.']","['Attention', 'Negative affect', 'Cognitive elaboration', 'Social interactions', 'Intention to reduce meat consumption']","['~10 minute computer survey immediately after seeing messages', '~10 minute computer survey immediately after seeing messages', '~10 minute computer survey immediately after seeing messages', '~10 minute computer survey immediately after seeing messages', '~10 minute computer survey immediately after seeing messages']",[],[],[],[],[],[],[],[],[],[],[],"['September 29, 2020']"
0,33,['NCT03924505'],['1R01DA046867-01'],"['Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=1R01DA046867-01&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['September 3, 2019']"
0,34,['NCT02334462'],['15-I-0044'],['Adult'],[],[],[],['Anti -Pfs25 and Anti-Pfs230 antibody levels elicited by as measured by ELISA in U.S. adults and in exposed Malian adults'],"['U.S. Study: D. 14,28,42,84,140,196 Mali (Safety Arm: Same as the U.S. Mali (Functional Arm): D. 14,28,42,84,140,168,182,196,210,240,300,360,420,480,540,554,568,582,610,670,730']",[],[],[],[],[],[],[],[],[],[],[],"['January 7, 2015']"
0,35,['NCT03311295'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['April 3, 2018']"
0,36,['NCT03242278'],['XA1511US'],"['Adult', 'Older Adult']",[],['Other Identifier'],[],['Baseline renal function'],['At baseline'],['Click here to find results for studies related to Bayer products.'],['http://pharma.bayer.com/en/innovation-partnering/clinical-trials/trial-finder/'],[],[],[],[],[],[],[],[],[],"['February 12, 2016']"
0,37,['NCT03683134'],[],"['Adult', 'Older Adult']",[],[],"['Measured in mmHg', 'Measured in kilograms (kg)', 'Height in meters will be combined with weight in kilograms will be combined to report BMI in kg/m∧2)', 'Height in meters will be combined with weight in kilograms will be combined to report BMI in kg/m∧2)', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Measured in mg/dL', 'Total cholesterol (mg/dL) will be used with HDL (mg/dL) to calculate total cholesterol to HDL ratio', 'Total cholesterol (mg/dL) will be used with HDL (mg/dL) to calculate total cholesterol to HDL ratio', 'Measured in mg/dL', 'Measured in mg/dL', 'Waist circumference in inches will be calculated with height measurement in inches to report the waist-to-height ratio', 'Waist circumference in inches will be calculated with height measurement in inches to report the waist-to-height ratio', 'Fasting plasma glucose in mg/dL and fasting serum insulin in milliUnits (mU)/I will be used to calculate HOMA-IR as an indicator for insulin resistance.', 'Fasting plasma glucose in mg/dL and fasting serum insulin in mU/I will be used to calculate HOMA-IR as an indicator for insulin resistance.']","['Diastolic Blood Pressure Measurement', 'Change in Weight', 'Calculation of Body Mass Index (BMI) (kg/m∧2)', 'Calculation of BMI (kg/m∧2)', 'Concentration of fasted total cholesterol', 'Concentration of fasted total cholesterol', 'Concentration of fasted high-density lipoprotein (HDL) cholesterol', 'Concentration of fasted high-density lipoprotein (HDL) cholesterol', 'Concentration of fasted low-density lipoprotein (LDL) cholesterol', 'Concentration of fasted low-density lipoprotein (LDL) cholesterol', 'Concentration of fasted triglycerides', 'Concentration of fasted triglycerides', 'A calculation of total cholesterol (mg/dL) to HDL (mg/dL) ratio', 'A calculation of total cholesterol (mg/dL) to HDL (mg/dL) ratio', 'Concentration of fasted blood glucose', 'Concentration of fasted blood glucose', 'A calculation of waist (inches) to height (inches) ratio', 'A calculation of waist (inches) to height (inches) ratio', 'Calculation of homeostatic model assessment (HOMA)-insulin resistance (IR) from fasted blood concentrations of fasted blood glucose and fasted insulin', 'Calculation of homeostatic model assessment (HOMA)-insulin resistance (IR) from fasted blood concentrations of fasted blood glucose and fasted insulin']","['Change from at baseline weight to 6-weeks', 'Change from at baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 12-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 6-weeks', 'Change from baseline weight to 12-weeks']",[],[],[],[],[],[],[],[],[],[],[],"['January 23, 2017']"
0,38,['NCT04047316'],[],"['Child', 'Adult', 'Older Adult']",[],[],['The outcome of the secondary objective will be an anonymized database of digital skin lesion images and corresponding metadata and a set of high quality images amenable to clinician evaluation.'],['Develop a database of skin images with the new device with metadata and histopathology of excised lesions'],['1 year'],[],[],[],[],[],[],[],[],[],[],[],"['August 27, 2019']"
0,39,['NCT03952364'],[],"['Child', 'Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['October 10, 2019']"
0,40,['NCT04021030'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['October 4, 2019']"
0,41,['NCT02959827'],[],['Child'],[],[],[],"['Baseline Characteristics (Age) of the Cases With Hypothyroidism and of the Rest of the Cohort', 'Baseline Characteristics (Sex) of the Cases With Hypothyroidism and of the Rest of the Cohort', 'Baseline Characteristics (Year of Hypothyroidism Diagnosis) of the Cases With Hypothyroidism and of the Rest of the Cohort', 'Baseline Characteristics (Type of Iodine Contrast Exposure) of the Cases With Hypothyroidism and of the Rest of the Cohort', 'Baseline Characteristics (Race/Ethnicity) of the Cases With Hypothyroidism and of the Rest of the Cohort', 'Time From First Iodinated Contrast to First Hypothyroidism Event', 'Classification of Subclinical/Manifest Hypothyroidism by Type of Exposure', 'Classification of Hypothyroidism by Etiology']","['Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent', 'Up to 365 days after a diagnostic scan with iodinated contrast agent']",[],[],[],[],[],[],[],[],[],[],[],"['October 15, 2016']"
0,42,['NCT02395536'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Cardiac disorders', 'Injury, poisoning and procedural complications', 'Nervous system disorders']","['MedDRA 18.1', 'MedDRA 18.1', 'MedDRA 18.1']","['EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001']","['1', '0', '1', '0', '1', '0']","['251', '231', '251', '231', '251', '231']","['1', '0', '1', '0', '1', '0']","['Atrioventricular block complete', 'Incision Site Haemorrhage', 'Cerebral Haemorrhage']","['March 30, 2015']"
0,43,['NCT03628235'],[],"['Adult', 'Older Adult']",[],[],"['For HDGECs and Companions: Understand how the traditional disease staging system, based on the TFC score, relates to a staging system based on resource utilization questionnaire and comorbid conditions developed in Divino et al. (2013)']","[""Identify the reasons for HDGEC and companion's unemployment or underemployment"", 'The proportion of Dual Role Companions, differentiated by HD stage of the companion', 'To understand traditional disease staging system based on total functional capacity (TFC)']","['12 months', '12 months', '12 months']",[],[],[],[],[],[],[],[],[],[],[],"['May 21, 2020']"
0,44,['NCT02787538'],[],"['Adult', 'Older Adult']",[],[],"['The MeiQ consists of 6 subscales and a total of 29 items. MeiQ was developed and tested in three different samples of patients with rheumatic conditions on their knowledge of medications.', 'The Partners in Health Scale is an 11-item measure designed to assess self-efficacy, knowledge of RA and treatment, and self-management behaviours such as taking medication appropriately and adopting a healthy lifestyle.', ""The HRU questionnaire was developed for both self and interviewer administration in people with arthritis and other chronic conditions. It consists of a series of open-ended questions about individuals' visits to health professionals, use of investigative tests, hospital visits, use of medications, purchases of adaptive aids, and estimable productivity loss incurred by the individual and their caregivers due to his/her health.""]","['Medication Education Impact Questionnaire (MeiQ)', 'Partners in Health Scale (PHS)', 'Health Resource Utilization (HRU) Questionnaire']","['Change measure (baseline score compared to after using the US-ANSWER-2 intervention at Month 1 and at Month 2', 'Change measure (baseline score compared to after using the US-ANSWER-2 intervention at Month 1 and at Month 2', 'Change measure (baseline score compared to after using the US-ANSWER-2 at Month 2)']",[],[],[],[],[],[],[],[],[],[],[],['January 2016']
0,45,['NCT01290393'],[],"['Child', 'Adult']",[],[],[],['Occurrence of other adverse pregnancy outcomes'],['This outcome measure will be recorded between zero and six weeks after end of pregnancy'],[],[],[],[],[],[],[],[],[],[],[],"['September 26, 2011']"
0,46,['NCT04263311'],[],"['Adult', 'Older Adult']",[],[],"['Change in HbA1c will be measured in participants of CHW intervention versus the control participants. Clinical data will be retrieved from EHR.', 'Change in SBP will be measured in participants of CHW intervention versus the control participants. Clinical data will be retrieved from EHR.', 'Change in DBP will be measured in participants of CHW intervention versus the control participants. Clinical data will be retrieved from EHR.', 'Change in BMI will be measured in participants of CHW intervention versus the control participants. Clinical data will be retrieved from EHR.', 'Physician attitudes will be primarily assessed with data from brief surveys collected from the participating clinicians. Survey items with response scales will be designed to capture data on each of the research questions above. For instance, participants may be asked to respond on a five-point scale (from 1=strongly agree to 5=strongly disagree) to the following statement: ""CHWs are helpful tome"". The survey data come from a small sample (n=approximately 10) and are only intended to quantify descriptive information and not for extensive statistical analyses. The data will be tabulated and summarized descriptively to assess change in attitudes from baseline to 6 months.', 'At baseline, qualitative interviews of key informants will assess current satisfaction and usage of CHWs and organizational workflows. At follow-up the interviews will assess barriers and facilitators to the implementation and adoption process of the integrated intervention appropriates, fidelity to the interventions and the solicit recommendations for the replication and scalability of the intervention to other sites. Satisfaction and outcomes from the partnership and capacity building process will also be assessed. Audio-recordings and interview transcripts will be stripped of all identifying data. Using a qualitative approach, interview data will be transcribed and analysis will follow ""constant comparison"" analytic approach. Using ""thematic"" coding, initial set of codes will be created which will be reviewed by the CAB to ensure they are relevant and complete. The coded transcripts will be analyzed with ATLAS.ti, a qualitative data analysis software.']","['Change in Hemoglobin A1c (HbA1c)', 'Change in systolic blood pressure (SBP)', 'Change in diastolic blood pressure (DBP)', 'Change in body mass index (BMI)', 'Physicians Attitudes Regarding the Integrated Intervention', 'Barriers and Facilitators to Implementation Adoption and Implications for Scalability']","['6 months', '6 months', '6 months', '6 months', 'Baseline Visit, 6 months', 'Baseline Visit, 6 months visit, 12 month visit']",[],[],[],[],[],[],[],[],[],[],[],"['July 6, 2020']"
0,47,['NCT00875641'],[],['Child'],[],[],"['Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).', 'Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).', 'Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).', 'Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).', 'Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).', 'Incidence rates were calculated following the first 2 doses of study vaccine as the number of events divided by the sum of the person-time in that risk period. Person-time was defined as the number of days at risk for the study outcomes. Person-time was calculated in months by dividing the number of person-days by (365.25/12).']","['Incidence Rates of Kawasaki Disease Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of Convulsions Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of Acute Lower Respiratory Tract Infection (LRTI) Hospitalisation Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of Acute LTRI Hospitalisation Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of Acute LTRI Hospitalisation Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of All-cause Mortality Among the HRV Cohort and Comparator Cohorts']","['60 days following each vaccination', '60 days following each vaccination', '60 days following each vaccination', '7 days following each vaccination', '30 days following each vaccination', '60 days following each vaccination']",[],[],[],[],[],[],[],[],[],[],[],"['April 20, 2009']"
0,48,['NCT03199846'],[],"['Adult', 'Older Adult']",[],[],"['Distribution of prescribing patterns by type of practice setting and melanoma patient volume', 'Patient Age at index date will be determined from Medical Records', ""Patient's sex will be determined from Medical Records"", 'Comorbidities will be determined using the Charlson Comorbidity Index (CCI)', 'Healthcare Coverage type will be determined using Medical Records', 'Melanoma Diagnosis Date will be determined using medical records', 'Date of advanced/ metastatic melanoma diagnosis will be determined using medical records', 'Diagnosis date-Date of Birth', 'Disease stage at time of diagnosis will be determined using medical records', 'Disease stage at subsequent visits will be determined using medical records', 'Eastern Cooperative Oncology Group (ECOG) status at Baseline will be determined using medical records', 'Eastern Cooperative Oncology Group (ECOG) status at Last Visit will be determined using medical records', 'Biomarker status will be determined using Medical Records', 'treatment-related adverse events will be determined using medical records', 'Date of death minus advanced/metastatic diagnosis date, censoring for LTF or end of observation', 'Date of progression (increase in tumor size or increase in cancer stage)/start of next line of therapy minus advanced/metastatic diagnosis date, censoring for LTF or end of observation', 'Date of death minus index treatment start date, censoring for LTF or end of observation', 'Date of progression (increase in tumor size or increase in cancer stage)/start of next line of therapy minus index treatment start date, censoring for LTF or end of observation']","['Distribution of prescribing patterns', 'Distribution of Patient Age at index date', ""Distribution of Patient's Sex at Index Date"", 'Distribution of Comorbidities at index date', 'Distribution of Healthcare Coverage type', 'Distribution of Diagnosis Date', 'Distribution of Advanced Diagnosis Date', 'Distribution of Age at Onset', 'Distribution of Disease stage at time of diagnosis', 'Distribution of Disease stage at subsequent visits', 'Distribution of ECOG status at Baseline', 'Distribution of ECOG status at Last Visit', 'Distribution of Biomarker status at baseline', 'Distribution of treatment-related adverse events', 'Distribution of Overall Survival (OS) from Advanced Diagnosis', 'Distribution of Progression-Free Survival (PFS) at Advanced Diagnosis', 'Distribution of Overall Response Rate (ORR)', 'Distribution of Overall Survival (OS) from Index Date', 'Distribution of Progression-Free Survival (PFS) at Index Date', 'Distribution of melanoma related HCRU']","['Approximately 16 months', 'at baseline', 'At Baseline', 'At Baseline', 'At Baseline', 'At Baseline', 'At Baseline', 'At Baseline', 'At Baseline', 'Approximately 16 months', 'At Baseline', 'Approximately 16 months', 'at baseline', 'Approximately 16 months', 'Approximately 16 months', 'Approximately 16 months', 'Approximately 16 months', 'Approximately 16 months', 'Approximately 16 months', 'Approximately 16 months']",['Investigator Inquiry Form'],['http://www.bms.com/clinical_trials/Pages/Investigator_inquiry_form.aspx'],[],[],[],[],[],[],[],[],[],"['October 25, 2016']"
0,49,['NCT04587245'],[],"['Child', 'Adult', 'Older Adult']",[],[],['Differences in Accounts Receivable (AR) due to claim denials over 4 quarters: Differences in recoveries of AR.'],['Differences in Accounts Receivable (AR) due to claim denials over 4 quarters: Differences in recoveries of AR.'],['12 months'],[],[],[],[],[],[],[],[],[],[],[],"['October 1, 2020']"
0,50,['NCT02773979'],['HHSN272201300019I'],['Adult'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['September 12, 2016']"
0,51,['NCT03274726'],[],"['Child', 'Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['January 1, 1999']"
0,52,['NCT01283828'],[],['Adult'],[],[],[],"['Duration of carriage of C sordellii or C perfringens', 'Incidence of C. sordelli or C. perfringens carriage at 2 weeks after a negative test']","['2 years', '2 years']",[],[],[],[],[],[],[],[],[],[],[],['November 2010']
0,53,['NCT04191824'],[],"['Adult', 'Older Adult']",[],[],"['Change in urine microalbuminuria/proteinuria', 'Appropriate order of microalbuminuria/proteinuria tests', 'Change in appropriate diagnosis for stage 3 CKD', 'Appropriate diagnosis of CKD stage 3 and above', 'Change in appropriate diagnosis for any stage CKD', 'Appropriate diagnosis of all stage CKD']","['Change in urine microalbuminuria/proteinuria', 'Appropriate order of microalbuminuria/proteinuria tests', 'Change in appropriate diagnosis for stage 3 CKD', 'Appropriate diagnosis of CKD stage 3 and above', 'Change in appropriate diagnosis for any stage CKD', 'Appropriate diagnosis of all stage CKD']","['From baseline to 6 months', 'baseline to 6 months', 'baseline to 6 months', 'baseline to 6 months', 'Baseline to 6 months', 'Baseline to 6 months']",[],[],[],[],[],[],[],[],[],[],[],"['July 6, 2020']"
0,54,['NCT03197688'],[],"['Child', 'Adult', 'Older Adult']",[],[],"['To describe demographic characteristics of patients treated with Opsumit at beginning and during study time period', 'To describe clinical characteristics of patients treated with Opsumit at beginning and during study time period']","['Description of demographic characteristics of patients', 'Description of clinical characteristics of patients']","['Observation period from 19 Oct 2013 to 31 March 2017, Data collection from 1 Apr 2017 to 30 Jun 2018', 'Observation period from 19 Oct 2013 to 31 March 2017, Data collection from 1 Apr 2017 to 30 Jun 2018']",[],[],[],[],[],[],[],[],[],[],[],"['August 3, 2017']"
0,55,['NCT02813577'],[],"['Adult', 'Older Adult']",[],[],[],"['Number of Participants With Freedom From All-cause Perioperative (≤ 30 Day) Death and Freedom From the Following: Index Limb Amputation, Index Limb Re-intervention, and Index-Limb-Related Death.', 'Number of Major Vascular Complications at 30 Days Post Index Procedure', 'Number of Deaths (All Causes) at 30 Days Post Index Procedure', 'Number of Participants With Clinically Driven Target Lesion Revascularization (TLR) at 1, 6, 12, and 24 Month Post Index Procedure', 'Number of Participants With Target Vessel Revascularization (TVR) at 1, 6, 12, and 24 Months Post Index Porcedure', 'Number of Participants With Reintervention for Treatment of Thrombosis of the Target Vessel or Embolization to Its Distal Vasculature at 1, 6, 12, and 24 Months Post Index Procedure', 'Number of Participants With Unanticipated and Anticipated Device Related Serious Adverse Events at 1, 6, 12, and 24 Months Post Index Procedure', 'Number of Participants With Amputation (Above the Ankle)-Free Survival (AFS) at 1, 6, 12, and 24 Months Post Index Procedure.', 'Change in Rutherford Classification Scores at 1, 6, 12, and 24 Months Post Index Procedure Compared to Baseline', 'Number of Participants With Sustained Clinical Benefit at 1, 6, 12, and 24 Months Post Index Procedure', 'Change of Resting Ankle Brachial Index (ABI) Scores at 1, 6, 12, and 24 Months Post Index Procedure Compared to Baseline']","['30 days post index procedure', '30 days', '30 days post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure']",['Lutonix® 035 Drug Coated Balloon PTA Catheter Instructions For Use'],['http://www.bardpv.com/?portfolio=lutonix-035'],[],[],[],[],[],[],[],[],[],"['April 20, 2018']"
0,56,['NCT00666380'],"['A-14620 (HSRRB)', 'WRAIR 1417']",['Adult'],[],['Other Identifier'],['Functionality of antibodies elicited as measured by percent parasite growth inhibition in GIA against homologous (FVO) and heterologous (3D7) parasites'],['Percent parasite growth inhibition'],['Up to 112 days'],[],[],[],[],[],[],[],[],[],[],[],['April 2008']
0,57,['NCT01287247'],[],"['Adult', 'Older Adult']",[],[],[],['To collect and evaluate efficacy of Xeomin®(incobotulinumtoxinA) including onset and offset of effect as well as improvement of disease specific and global illness severity'],['Two treatment cycles (approximately 6 months/subject)'],[],[],[],[],[],[],[],[],[],[],[],['February 2011']
