,Rank,NCTId,DetailedDescription,DispFirstPostDate,DispFirstPostDateType,DispFirstSubmitDate,DispFirstSubmitQCDate,EligibilityCriteria,EnrollmentCount,EnrollmentType,EventGroupDeathsNumAffected,EventGroupDeathsNumAtRisk,EventGroupDescription,EventGroupId,EventGroupOtherNumAffected,EventGroupOtherNumAtRisk,EventGroupSeriousNumAffected,EventGroupSeriousNumAtRisk,EventGroupTitle,EventsDescription,EventsFrequencyThreshold
0,102,['NCT04552535'],[],[],[],[],[],"['Inclusion Criteria:\n\nDiagnosis of squamous or mixed histology non-small cell lung cancer\n\nTreated with pembrolizumab in combination with platinum-based chemotherapy as initial therapy for advanced or metastatic disease (stage IIIB or IV)\n\nFirst cycle of pembrolizumab received after 06/01/2018\nPermanently discontinued 1L pembrolizumab treatment\n\nInitiated second-line treatment at least 3 months prior to the date of data collection, with either :\n\nAfatinib\nAny chemotherapy\nAge ≥ 18 years\n\nExclusion Criteria:\n\n-Received pembrolizumab in combination with platinum-based chemotherapy as part of an interventional clinical trial']",['200'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,103,['NCT03293875'],"['The intervention framework of the proposed Intervention is exerting change at multiple levels, through community based approaches. At the structural level, the investigators propose to increase the access to HIV testing of high risk drug users and to create change at the community level regarding factors that influence the risk of drug users such as stigma towards drug use and HIV among other topics. At the individual level, the investigators propose to modify normative beliefs around risky behaviors in a social network and hence, effecting change in participants by changing normative behavior around safer sexual encounters, HIV testing, and reduced risk in injection and non-injection drug use. Following, strategies to be employed in each intervention component are delineated.\n\nSocial Network HIV Testing Component. To prepare for the rolling-out of the social network HIV testing component (during month 6 of year 2), the investigators will convene a two day training with partner organizations from both sides of the border to train staff on the social network referral methodology. Research staff will initiate the recruitment of seeds by recruiting four to six seeds per city. Counselors, at the partner organizations, will begin by administering a rapid HIV test and provide pre and post-test counseling to seeds. Counselors, who will be trained in the social network assessment methodology, will then ask seeds to list other drug users in their social network who they believe are at risk of contracting HIV. Counselors will then provide participants with 3 coupons to recruit identified network members for an HIV test. Referred participants who engage in high-risk behavior will be also provided with 3 coupons to refer their own network members for an HIV test. Whenever social network HIV testing rates slow, research staff will re-seed in the communities to begin the recruitment process again. Counselors will make appointments for all participants who test positive for confirmatory HIV testing at the respective local governmental health care institutions. A research staff will follow-up with HIV positive participants to engage them in care. Throughout the duration of the project, monthly meetings will be convened between research staff involved in the project to ascertain that procedures are being followed and retrain if the need arises. The social network component of the intervention will continue until month 12 of year 5.\n\nThe Peer Network Intervention. During month 1 of year 4, we will roll-out the peer network behavioral intervention. Two peer leaders will be selected from each city to deliver the intervention sessions. Eligibility criteria will be being former drug users, having extensive contacts, high degree of trust among peers, and motivation and demonstrated ability to work fixed hours. During month 12 of year 3, training sessions, in collaboration with partner organization, will be conducted to train peer leaders over the course of two weeks during ten training sessions lasting 3 hours per session. Peer leaders will be trained in the curriculum as well as in psychosocial theory as the basis for behavioral interventions, interactive group management, HIV risk reduction, effective instruction for role-plays, and social network recruitment methods. Peer leaders will recruit drug users they know who will be asked, in turn, to recruit other drug users in their networks. If this initial contact is unable to recruit network members, peer leaders will select other initial contact. Peer leaders will deliver the intervention to 300 drug users (150 per border city) in cycles composed of small social networks of 5-6 drug users. Four intervention cycles will be held per month and will consist of 3 consecutive sessions of 2 hours in duration delivered in the early afternoon. Peer leaders will be expected to comply with a fixed work schedule of 10 hours per week and will be asked to actively recruit social networks for each intervention cycle. Although we expect the specific information and roles plays to change based on the findings of our formative phase and our sessions of acceptability and feasibility with our CAB and coalition, the peer network intervention will have the following structure. The first session of the intervention will cover training in social contexts of risk and strategies to avoid them through role plays, techniques for harm reduction for injection and non-injection drug use, and available community resources to deal with substance abuse. The second session will provide information about HIV and Sexually Transmitted Diseases through games, didactic sessions, and exercises to rank the risk of contracting HIV from various behaviors, negotiation skills for condom use in situations of high risk such as exchange of sex for drugs. The third session will consist of training in advocacy and sexual rights and establishment of a personal and social network risk reduction plan. Ethnographers will be trained to document the process of delivery such as number of participants per intervention cycle. Research staff will attend one intervention session per cycle to assess intervention fidelity. Weekly meetings will be held with peer leaders and research staff to discuss problems, solutions, and planning of community wide events.\n\nCommunity-Wide Events. The community coalition in collaboration with the CAB and peer leaders will be asked to plan and convene educational meetings at the community level with drug and non-drug users to deliver information on topics such as drug use prevention and treatment, HIV and risk reduction skills, and other issues affecting the HIV risk of communities such as persecution of drug users by police, human rights violations, and sexual violence. They will identify experts on topics identified and invite them as guest speakers.']",[],[],[],[],['Inclusion Criteria:\n\nat least 18 years old\nhaving engaged in sexual risk in the last 3 months\nable to give informed consent\nreported to have used crack or heroin in the last 30 days\n\nExclusion Criteria:\n\nunder 18 years of age\nunable to give informed consent\nengages in disruptive behavior while participating in the project not using crack or -heroin in the last month\nnot reporting having engaged in sexual risk'],['1400'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,104,['NCT01235260'],"['This is an observational study of patients with diabetes who are eligible for care through the national Department of Veterans Affairs Health Care System (VA), representing the largest sample of older adults in an integrated health care system in the U.S. with comprehensive electronic medical records and linkable health survey data. REGRANEX (becaplermin) is topical medication used to treat lower extremity diabetic neuropathic ulcers. VA patients with diabetic foot ulcers who have no prior history of cancer who have received treatment with becaplermin will be compared to a group of similar patients who have not received treatment with becaplermin. Becaplermin users (from the time of initial dispensing of becaplermin) and becaplermin nonusers will be followed forward in time for up to 8 years to identify new cancers and cancer related deaths, with confirmation of cases through registries and medical chart review. This is an observational study; no investigational drug will be administered.']",[],[],[],[],['Inclusion Criteria:\n\nPatients with diabetic foot ulcers who are members of the U.S Department of Veterans Affairs Health Care System (VA)\n\nExclusion Criteria:\n\nHistory of cancer (including nonmelanoma skin cancer) prior to study entry'],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,105,['NCT03390660'],[],[],[],[],[],"['Inclusion Criteria:\n\ninfants or children surveyed in NHANES 1999-2014 aged younger than 72 months\n\nExclusion Criteria:\n\ninfants or children with missing information in breastfeeding, WIC participation, or other major socio-demographics, such as income']",['13771'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,106,['NCT00837499'],"['An epidemiologic study looks at the patterns, causes, and control of disease in groups of people. Researchers want to see if various risk factors (such as decreased and delayed fertility, obesity, and a sedentary [low physical activity] lifestyle) and certain markers that cause breast cancer are different in women in the above groups.\n\nIf you have breast cancer and you agree to take part in this study, you will be interviewed by a trained interviewer with a questionnaire at a time convenient for you, either during your visit to MD Anderson or The Rose, or by phone. You will be asked questions about your personal demographics (such as your age and race), environmental exposures, medical history, family history of cancer, and other day-to-day lifestyle factors. It should take about 30-40 minutes to complete the interview. Clinical data about your breast cancer treatment will also be collected from your medical records.\n\nYou will also have a one-time blood draw (about 3 tablespoons). If blood cannot be drawn or not enough blood can be drawn, you will have a saliva sample taken where you will be required to spit into a container. If you have already donated blood or a saliva sample in the Mexican-American Cohort Study, a portion of that sample may be used instead of having to collect a new sample. Your blood or saliva sample will be used to look at your DNA (genetic material of cells). The study pathologist will look at possible prognostic markers (substances that predict outcome of disease) from tissue obtained from your surgery.\n\nNeither you nor your regular doctor will receive reports of this research study. The results of this research study will not be placed in your health records. All of your information obtained in this study will be kept confidential either in a password-protected computer or in a locked file cabinet in a secure location.\n\nYour participation will be over in this study when all the data has been collected and analyzed.\n\nThis is an investigational study. Up to 1,825 women will take part in this multicenter study. Up to 1125 will be enrolled at MD Anderson.']",[],[],[],[],"['Inclusion Criteria:\n\nAll women of Mexican and African descent ages 18 years or older.\nDiagnosis of invasive breast cancer (histologically confirmed invasive adenocarcinoma, including ductal, lobular, medullary, tubular and mucinous cellular patterns) within the past 24 months.\nWilling to complete a questionnaire.\nConsent to tissue acquisition (remaining after surgery or preoperative core needle biopsy).\n\nExclusion Criteria:\n\nMale gender\nInadequate tissue obtained for the four main clinical markers (ER, PR, Her-2/neu and Ki67).']",['938'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,107,['NCT01629537'],[],[],[],[],[],"[""Gender: Male and Female\nMinimum Age/ Maximum Age: Over the age of 18\nAccepts Healthy Volunteers:\n\nYes, but must be experiencing mild to severe symptoms of PTSD\n\nInclusion Criteria will include subjects who:\n\nSubjects, (male and/or female), experiencing moderate-to-severe PTSD Symptoms\nSubjects, (male and/or female), who elect to undergo the SGB procedure.\nDEERS Eligible\n\nExclusion Criteria will include subjects who:\n\nHave an acute, unstable medical condition i.e., temperature, blood pressure, heart rate outside normal limits; electrolyte abnormalities; mental conditions which preclude informed consent/unable to make decisions independently; on antibiotic therapy; uncontrolled seizures; nausea/vomiting; night sweats; blood dyscrasias.\nHave acute infections or cardiac compromise or irregularities of heart rate or rhythm.\nPathologic bradycardia\nHave local infections of the anterior neck region\nHave severe pulmonary disease, (in severe pulmonary disease, the patient may experience severe shortness of breath on minimal exertion [even at rest], require supplemental oxygen, is progressively disabled and may have a constant cough and associated wheeze).\nAre anticoagulated\nHave a blood clotting disorder\nHave an American Society of Anesthesiologists (ASA) physical status score of 3 or higher (severe systemic disease, not incapacitating)\nHave allergic reactions to local anesthetics and / or contrast dyes,\nHave conditions or disorders that affect cognitive functioning, including stroke, past or present diagnosis of psychosis,\nHave conditions that invalidate testing procedures (e.g., English not first language, inability to write, speak, read, etc.)\nHave Horner's syndrome on the right side\nHave a diagnosis of glaucoma\nAre pregnant""]",['41'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,108,['NCT00351741'],"['This is a prospective, randomized, controlled trial comparing HFPV to conventional ventilator modes in the support of burn patients with respiratory failure. Burn patients who develop the need for mechanical ventilation present a variety of challenges that call for innovative therapeutic options. Even in the absence of smoke inhalation injury,decreased chest wall compliance from full thickness burns as well as massive fluid requirements are just a few variables that make it difficult to achieve gas exchange goals when attempting to apply conventional lung protective strategies recommended by the ARDS Net investigators.']",[],[],[],[],['Inclusion Criteria:\n\nPatients who are deemed to require ventilatory support for more than 24 hours from the time of screening.\n\nExclusion Criteria:\n\nAnticipated extubation within 24 hours of screening\nPatients who are pregnant Patients not expected to survive for more than 24 hours'],['62'],['Actual'],[],[],"['Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation']","['EG000', 'EG001']","['2', '0']","['31', '31']","['10', '16']","['31', '31']","['High Frequency', 'Conventional']",['Ventilator Associated Pneumonia'],['3']
0,109,['NCT01965561'],"['Four FDA-cleared junctional tourniquets (Combat Ready Clamp (CRoC), Abdominal Aortic and Junctional Tourniquet (AAJT), Junctional Emergency Treatment Tool (JETT), and SAM Junctional Tourniquet (SJT)) wereassessed in a laboratory on healthy human volunteers. Lower extremity pulses were measured in 10 volunteers before and after junctional tourniquet application aimed at stopping the distal pulse assessed by Doppler auscultation. Tourniquets were applied in a randomized fashion, with 5 min rest periods between each application. Each tourniquet was applied to each subject, such that the subjects acted as their own controls.']",[],[],[],[],"[""Inclusion Criteria:\n\nAdult human volunteers who are recruited, screened, and consent to participate\nAges at least 18 years old to no more than 60 years old (<61) on the date of consent\nMale or female\nA worker for the US Military or US Government (active duty military, civilian employees, contractors)\n\nExclusion Criteria:\n\nActive-duty military subjects without their supervisor's permission to participate\nDetainees or prisoners\nEvidence of major disease of an artery (e.g., artery or vein surgery, atherosclerotic disease diagnosis, stroke, peripheral vascular disease or dysfunction such as Reynaud's phenomenon, migraine headaches, or cardiovascular disease [uncontrolled hypertension, heart attack, or arrhythmias]), active abdominal, inguinal, gluteal, or thigh disease, major deformity, or hernias\nPregnancy\nContracted employees to the US Military or US Government without contractual permission to participate in the research""]",['10'],['Actual'],[],[],"['Junctional tourniquet use followed by rest, repeat.']",['EG000'],['0'],['10'],['0'],['10'],['Junctional Tourniquet Use'],[],['0']
0,110,['NCT01927835'],"['This study will evaluate the safety, tolerability, and immune response to two different vaccine schedules of a prime with either DNA HIV vaccine (DNA-HIV-PT123), or NYVAC HIV vaccine (NYVAC-HIV-PT1 and NYVAC-HIV-PT4) followed by a boost combination of NYVAC HIV vaccine (PT1 & PT4) and AIDSVAX B/E. Study researchers will also evaluate whether body mass index (BMI) and/or sex impact the immunogenicity of the vaccine regimens in participants from South Africa, and look at regional differences in immunologic responses between United States and South African participants.\n\nThe study will enroll 264 healthy, HIV-uninfected people, ages 18-50, in the United States and South Africa.\n\nParticipants will be randomly assigned to one of three groups and receive either one of the vaccine regimens or placebo. Participants will receive injections according to their assigned group schedule at study entry (Month 0) and Months 1, 3, and 6.\n\nParticipants will remain in the clinic for 30 minutes after receiving the vaccines for observation and monitoring. For 7 days after receiving the vaccines, participants will record their symptoms and report them to study researchers.\n\nStudy visits will occur at study entry, and Months 1, 1.5, 3, 3.5, 6, 6.5, 9, and 12. All study visits will include a physical examination, HIV risk reduction counseling, and interviews and/or questionnaires. Select study visits will include urine collection, an electrocardiogram (ECG), blood collection, a pregnancy test for female participants, and HIV testing. At some visits, some participants may also provide samples of cervical fluid, rectal fluid, and/or semen. Study researchers will contact participants by telephone or e-mail once a year for 3 years following the first vaccination for follow-up health monitoring.']",[],[],[],[],"['Inclusion Criteria:\n\nAccess to a participating HIV Vaccine Trials Network (HVTN) clinical research site (CRS) and willingness to be followed for the planned duration of the study\nAbility and willingness to provide informed consent\nAssessment of understanding: participant demonstrates understanding of this study; completes a questionnaire prior to first vaccination with verbal demonstration of understanding of all questionnaire items answered incorrectly\nWilling to be contacted annually after completion of scheduled clinic visits for a total of 3 years following initial study injection\nAgrees not to enroll in another study of an investigational research agent before the last required protocol clinic visit\nGood general health as shown by medical history, physical exam, and screening laboratory tests\nWillingness to receive HIV test results\nWillingness to discuss HIV infection risks, amenable to HIV risk reduction counseling, and committed to maintaining behavior consistent with low risk of HIV exposure through the last required protocol clinic visit\nAssessed by the clinic staff as being at ""low risk"" for HIV infection\nHemoglobin greater than or equal to 11.0 g/dL for participants who were born female and greater than or equal to 13.0 g/dL for participants who were born male\nWhite blood cell count equal to 3,300 to 12,000 cells/mm^3\nTotal lymphocyte count greater than or equal to 800 cells/mm^3\nRemaining differential either within institutional normal range or with site physician approval\nPlatelets equal to 125,000 to 550,000/mm^3\nChemistry panel: alanine aminotransferase (ALT), aspartate aminotransferase (AST), and alkaline phosphatase less than 1.25 times the institutional upper limit of normal (IULN); creatinine less than or equal to 1.1 times the IULN\nCardiac Troponin T or I (cTnT or cTnI) does not exceed the IULN\nNegative HIV-1 and -2 blood test: U.S. participants must have a negative Food and Drug Administration (FDA)-approved enzyme immunoassay (EIA). Non-U.S. sites may use locally available assays that have been approved by HVTN Laboratory Operations.\nNegative hepatitis B surface antigen (HBsAg)\nNegative anti-hepatitis C virus antibodies (anti-HCV), or negative HCV polymerase chain reaction (PCR) if the anti-HCV is positive\n\nNormal urine:\n\nNegative urine glucose, and\nNegative or trace urine protein, and\nNegative or trace urine hemoglobin (if trace hemoglobin is present on dipstick, a microscopic urinalysis with red blood cells levels within institutional normal range).\nParticipants who were born female: negative serum or urine beta human chorionic gonadotropin (β-HCG) pregnancy test performed prior to vaccination on the day of initial vaccination\nReproductive status: a participant who was born female must agree to consistently use effective contraception for sexual activity that could lead to pregnancy from at least 21 days prior to enrollment through the last required protocol clinic visit. More information on this criterion can be found in the protocol.\nParticipants who were born female must also agree not to seek pregnancy through alternative methods, such as artificial insemination or in vitro fertilization until after the last required protocol clinic visit\n\nExclusion Criteria:\n\nBlood products received within 120 days before first vaccination\nInvestigational research agents received within 30 days before first vaccination\nBody mass index (BMI) greater than or equal to 40; or BMI greater than or equal to 35 with 2 or more of the following: age greater than 45, systolic blood pressure greater than 140 mm Hg, diastolic blood pressure greater than 90 mm Hg, or known hyperlipidemia\nIntent to participate in another study of an investigational research agent during the planned duration of this study\nPregnant or breastfeeding\nHIV vaccine(s) received in a prior HIV vaccine trial. For participants who have received control/placebo in an HIV vaccine trial, the HVTN 101 Protocol Safety Review Team (PSRT) will determine eligibility on a case-by-case basis.\nNon-HIV experimental vaccine(s) received within the last 5 years in a prior vaccine trial. Exceptions may be made for vaccines that have subsequently undergone licensure by the FDA or (South Africa) Medicines Control Council (MCC). For participants who have received control/placebo in an experimental vaccine trial, the HVTN 101 PSRT will determine eligibility on a case-by-case basis. For participants who have received an experimental vaccine(s) greater than 5 years ago, eligibility for enrollment will be determined by the HVTN 101 PSRT on a case-by-case basis.\nLive attenuated vaccines other than influenza vaccine received within 30 days before first vaccination or scheduled within 14 days after injection (e.g., measles, mumps, and rubella [MMR]; oral polio vaccine [OPV]; varicella; yellow fever)\nInfluenza vaccine or any vaccines that are not live attenuated vaccines and were received within 14 days prior to first vaccination (e.g., tetanus, pneumococcal, hepatitis A or B)\nAllergy treatment with antigen injections within 30 days before first vaccination or that are scheduled within 14 days after first vaccination\nImmunosuppressive medications received within 168 days before first vaccination. (Not excluded: [1] corticosteroid nasal spray; [2] inhaled corticosteroids; [3] topical corticosteroids for mild, uncomplicated dermatitis; or [4] a single course of oral/parenteral corticosteroids at doses less than 2 mg/kg/day and length of therapy less than 11 days with completion at least 30 days prior to enrollment.)\nSerious adverse reactions to vaccines including anaphylaxis and related symptoms such as hives, respiratory difficulty, angioedema, and/or abdominal pain. (Not excluded: a participant who had a nonanaphylactic adverse reaction to pertussis vaccine as a child.)\nImmunoglobulin received within 60 days before first vaccination\nAutoimmune disease (Not excluded: mild, well-controlled psoriasis)\nImmunodeficiency\nUntreated or incompletely treated syphilis infection\nClinically significant medical condition, physical examination findings, clinically significant abnormal laboratory results, or past medical history with clinically significant implications for current health. More information on this criterion can be found in the protocol.\nAny medical, psychiatric, occupational, or other condition that, in the judgment of the investigator, would interfere with, or serve as a contraindication to, protocol adherence, assessment of safety or reactogenicity, or a participant\'s ability to give informed consent\nPsychiatric condition that precludes compliance with the protocol. Specifically excluded are people with psychoses within the past 3 years, ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years.\nCurrent anti-tuberculosis (TB) prophylaxis or therapy\nAsthma other than mild, well-controlled asthma. More information on this criterion can be found in the protocol.\nDiabetes mellitus type 1 or type 2, including cases controlled with diet alone. (Not excluded: history of isolated gestational diabetes.)\nThyroidectomy, or thyroid disease requiring medication during the last 12 months\n\nHypertension:\n\nIf a person has been found to have elevated blood pressure or hypertension during screening or previously, exclude for blood pressure that is not well controlled. More information on this criterion can be found in the protocol.\nIf a person has NOT been found to have elevated blood pressure or hypertension during screening or previously, exclude for systolic blood pressure greater than or equal to 150 mm Hg at enrollment or diastolic blood pressure greater than or equal to 100 mm Hg at enrollment.\nHistory of myocarditis, pericarditis, cardiomyopathy, congestive heart failure with permanent sequelae, or clinically significant arrhythmia (including any arrhythmia requiring medication, treatment, or clinical follow-up)\nElectrocardiogram (ECG) with clinically significant findings, or features that would interfere with the assessment of myo/pericarditis, as determined by the contract ECG lab, cardiologist, or study clinician. More information on this criterion can be found in the protocol.\nParticipants who have 2 or more of the following cardiac risk factors: (1) participant report of history of elevated blood cholesterol defined as fasting low-density lipoprotein (LDL) greater than 160 mg/dL; (2) first degree relative (e.g., mother, father, brother, or sister) who had coronary artery disease before the age of 50 years); (3) current smoker; or (4) BMI greater than or equal to 35\nAllergy to eggs or egg products\nBleeding disorder diagnosed by a doctor (e.g., factor deficiency, coagulopathy, or platelet disorder requiring special precautions)\nMalignancy (Not excluded: participant who has had malignancy excised surgically and who, in the investigator\'s estimation, has a reasonable assurance of sustained cure or who is unlikely to experience recurrence of malignancy during the period of the study)\nSeizure disorder: History of seizure(s) within past 3 years. Also exclude if participant has used medications in order to prevent or treat seizure(s) at any time within the past 3 years.\nAsplenia: any condition resulting in the absence of a functional spleen\nHistory of hereditary angioedema, acquired angioedema, or idiopathic angioedema']",['0'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,111,['NCT01704235'],['No further extensive description.'],[],[],[],[],"['Inclusion Criteria:\n\nPrimary health care providers are eligible to participate in the study if they meet the following criteria:\n\nself-identify as currently practicing as a primary licensed independent practitioner including as a medical physician or nurse practitioner,\nwhose service populations include Vietnamese American women,\nand are able to understand and speak English or Vietnamese.\n\nVietnamese American women are eligible to participate in the study if they meet the following criteria:\n\nself-identify as a Vietnamese American woman (foreign-born women who have immigrated to the United States from other countries or are United States-born),\nbetween ages 21 to 65 years old,\nhave not had a hysterectomy,\nand are able to understand and speak English or Vietnamese.\n\nExclusion Criteria:\n\nNot a Vietnamese American woman\nNot between the ages of 21 to 65 years old\nHad a hysterectomy']",['13'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,112,['NCT01306266'],"['Chronic post-traumatic headaches develop in about one third of soliders who have had head trauma caused by a blast. A wide variety of pain medicines, including rizatriptan, are used to treat these headaches in clinical practice. However, the effectiveness has not been established by clinical research studies.']",[],[],[],[],"['Inclusion Criteria:\n\nU.S. Army soldier with history of concussion while deployed to a combat zone. Concussion is defined as head trauma with all of the following:\nNo loss of consciousness or loss of consciousness less than 30 minutes.\nGlasgow Coma Score 13-15 (if known)\nSymptoms or signs of concussion.\nConcussion was secondary to primary, secondary, or tertiary blast injury.\nHeadaches started within 7 days of concussion.\nHeadaches have occurred for more than 3 months but not more than 24 months since the precipitating concussion.\nHeadaches occurred 3 to 14 days per month during each of the previous two months.\nHeadaches are migraine type and possess three or more of the following migraine features:\nmoderate or severe pain\nthrobbing or pulsatile pain\nunilateral or asymmetric pain\npain exacerbated by or interfering with routine physical activity\nnausea or vomiting\nphotosensitivity and phonosensitivity\nHeadaches last 4 or more hours without treatment.\nMales 18 to 49 years of age.\n\nMigraine Disability Assessment Score (MIDAS) greater than 10 or Headache Impact Test-6 (HIT6) score greater than 60.\n\n-\n\nExclusion Criteria:\n\nPatients with a history of migraine headaches prior to concussion will be excluded.\nPrior use of any triptan medication for headache.\nUse of non-opioid analgesic medications 15 or more days per month for the previous month.\nUse of opioid medications more than 10 days in the previous month.\nAlcohol consumption of more than two servings (a serving is 2 oz hard liquor, 5 oz wine, or 12 oz beer) per day or more than 3 servings at one time on a weekly basis.\nTaking two or more medications from the following medication classes: SSRI, SNRI, or TCA.\nHeadache prophylactic medication is allowed but must remain unchanged during the study period.\nPatients with depression, defined as a PHQ-9 score greater than 15, will be excluded from study participation.\nPTSD is NOT an exclusion criterion. PTSD will be defined as a clinical diagnosis by a behavioral health provider or PTSD symptom checklist score of 50 or higher.\nSystolic BP > 140 or diastolic BP > 90 on repeated measurements.\nActive use of dihydroergotamine.\nKnown coronary artery disease, prior myocardial infarction, history of stroke or TIA, or liver disease.\nSubjects who will not be available for study-related follow-up visits will be excluded.\nPatient has cognitive impairment defined as mini-mental status exam score less than 27.\nPatients undergoing a medical board for headache, sequelae of TBI, or psychiatric disorders will be excluded.\nPatients suspected of malingering, exaggerating symptoms, or non-compliance will be excluded from study participation.\nPatient has hemiplegic migraine or basilar migraine.']",['0'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,113,['NCT00796315'],[],[],[],[],[],"[""Inclusion Criteria:\n\nare male or female children ages 2 to < 18 years, with a minimum weight of 24 lbs and > 5th percentile and < 95th percentile for weight based on age and sex, at the time of dosing study medication\n\nhad a previous diagnosis of allergic rhinitis, or had a history of frequent upper respiratory infections (URI)/common cold and either be symptomatic, or at risk for future URI, including each of the following 3 criteria\n\nFrequency Criterion: > 6 infections per year for children aged 2 to <6 years of age and > 4 infections per year for children aged 6 to < 18 years of age\nCrowding Criterion: 4 persons living in the home or 3 persons sleeping in one bedroom\nExposure Criterion: another family member in the home who is ill with URI / common cold or a child in the family who is attending preschool or school with 6 children in the group.\nare in good general health\nare likely to be compliant and complete the study and have parent(s) or legally authorized representative(s) likely to be compliant and complete the study according to the Investigator\nwhose parent(s) or legally authorized representative(s) have signed and dated an Institutional Review Board (IRB)-approved consent form for the subject to participate in the study\nmust have signed an assent form as required by the site's IRB\nif post-menarchal females, subjects must have a negative urine pregnancy test at screening and check-in, or serum pregnancy test at screening, if site required;\nif post-menarchal females, subjects must practice abstinence or use an effective form of birth control (eg, intrauterine device, low dose oral contraceptives [ 50g ethinyl estradiol], contraceptive implants or injections, diaphragm with spermicide, cervical cap, or consort use of condom) for at least 3 months before being enrolled in the study.\n\nExclusion Criteria:\n\nhas any history or presence of the following medical conditions: peptic ulcer, pyloroduodenal obstruction or other gastrointestinal disease; renal or hepatic disease; diabetes mellitus; hyperthyroidism; cardiovascular disease;increased ocular pressure or glaucoma; endocrine, metabolic, hematologic or neoplastic disease; seizure disorder; chronic respiratory diseases including asthma, emphysema and chronic bronchitis; autoimmune disease; immunodeficiency tuberculosis; bladder neck obstruction; significant dermatologic condition.\nhas a known sensitivity or allergy to doxylamine succinate\nhas a history of a severe allergic reaction to any drug or has multiple food/drug allergies\nexperienced febrile illness greater than 100°F within 7 days prior to dosing\nreports any known enzyme-inducer, enzyme-inhibitor, or reported chronic exposure to enzyme-inducers such as paint solvents or pesticides within 30 days prior to dosing, unless approved by the Sponsor\nreports any other prescription drug or herbal remedy usage within 14 days prior to dosing except for low dose contraceptives, unless approved by the Sponsor\nreports any non-prescription drug or supplemental vitamin usage within 5 days prior to dosing\nunwillingness to refrain from caffeine or other xanthine-containing beverages, including coffee and tea, alcohol, grapefruit juice, chocolate, or Seville oranges 24 hours prior to admission and throughout the study\nreported use of tobacco, smoking cessation products, or products containing nicotine within 3 months prior to Screening\nhas an acute illness (except as described in Section 3.3.1 Inclusion Criterion b) within 14 days prior to dosing; unless approved by the Sponsor;\nhas any laboratory value outside the laboratory reference range considered clinically significant by the Investigator\nhas a history or diagnosis of Hepatitis B, Hepatitis C, human immunodeficiency virus (HIV), or thyroid disease\nhas a history of alcohol or illicit drug use or a positive urine drug of abuse screen\nare pregnant or lactating (post-menarchal female subjects should be made aware that pregnancy testing will occur during the study, and that if they are sexually active they must take appropriate steps to ensure they do not become pregnant during the study)\nhas made a blood donation or plasma donation within 4 weeks prior to dosing;\nhas participated in another investigational drug study protocol within 30 days prior to dosing (Day -1)\nhas a history or presence, upon clinical evaluation, of any illness or condition that might impact safety of the subject with test product administration or evaluability of drug effect, based on the Investigator's discretion\nis unable to avoid driving, operating machinery, or other tasks that require alertness during the study.\nis unable or unwilling to avoid contact sports, strenuous exercises (e.g. weight lifting), exercises for which they are not trained or conditioned or intramuscular injection for at least 1 week before baseline visit when creatine phosphokinase (CPK) will be evaluated""]",['41'],['Actual'],[],[],"['Ages 2-5 years. Doxylamine Succinate USP', 'Ages 6-11 years. Doxylamine Succinate USP', 'Ages 12-17 years. Doxylamine succinate USP']","['EG000', 'EG001', 'EG002']","['5', '4', '7']","['9', '17', '15']","['0', '0', '0']","['9', '17', '15']","['Subjects Aged 2-5 Years', 'Aged 6-11 Years', 'Subjects Aged 12-17 Years']",[],['1']
